mrl_key,processor,mr,mr_ln_no,jcn,techwrt,nomenclature,cog,fsc,niin,part_no,qty,ui,market_research_up,market_research_ep,avail_typ,request_date,rdd,pri,swilin,hull_or_shop,suggested_source,mfg_cage,apl,nha_equipment_system,nha_model,nha_serial,techmanual,dwg_pc,requestor_remarks,gss_avail,nsn,gss_qty_avail,gss_aac,gss_avail_date,gss_notes,qty2,gss_up,gss_ep,sourcing_analyst,source,part_no2,nomenclature,date_received,validity,lead_time,quote_notes,qty3,quote_ui,up2,ep2,source2,part_no3,nomenclature2,date_received2,validity2,lead_time2,quote_notes2,qty4,quote_ui2,up3,ep3,source3,part_no4,nomenclature3,date_received3,validity3,lead_time3,quote_notes3,qty5,quote_ui3,up4,ep4,source4,part_no5,nomenclature4,date_received4,validity4,lead_time4,quote_notes4,qty6,quote_ui4,up5,ep5,source5,part_no6,nomenclature5,date_received5,validity6,lead_time5,quote_notes5,qty7,quote_ui5,up6,ep6,source6,part_no7,nomenclature6,date_received6,validity7,lead_time6,quote_notes6,qty8,quote_ui6,up7,ep7,quotes_received2,selected_source,selected_part_no,selected_nomenclature,selected_qty,quoted_ui,lowest_up,lowest_ep,quote_notes7,lowest_count,tech_edit_id,pa_submission_date,analyst_pa_remarks,reqnum,awarded_source,awarded_part_no,awarded_nomenclature,awarded_qty,awarded_unit_of_issue,awarded_up,awared_ep,pri_change_2,purchasing_analyst2,purchased_vendor,purchased_part_no,purchased_nomenclature,purchased_qty,purchased_unit_of_issue,up8,ep8,diff_up,diff_ep,do_folder,jin,order_date,reqnum_rb,award_date,order_id,suffix,order_ln_no,edd_to_ches,rec_vse_dt,lot_id,triwall,status,shipdoc_tcn,vse_ship_no,booking,vessel,container,sail_dt,edd_to_egypt,egypt_lsc_arr_dt,analyst_remarks,source_name,ERRORS,original_line
MR20145-EG2346,nan,MR20145-EG,2346,688-5001252,K21BKKG1061,"Chrome , Low Arc , Bathroom , Sink Faucet , Manual Faucet , Activation.",nan,nan,nan,6114116.002,2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-59311-005,688.0,GRAINGER,nan,nan,Sink Faucet,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,52WU78 (will be rejected due to it being restricted from shipping to Egypt.),nan,44799.0,44830.0,nan,nan,2.0,nan,168.63,337.26,INCREDIBLE SUPPLY  & LOGISTICS,6114116.002,nan,44804.0,nan,4-6 weeks,nan,2.0,nan,150.1,300.2,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,2.0,nan,255.65,511.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,INCREDIBLE SUPPLY  & LOGISTICS,nan,nan,nan,nan,150.1,300.2,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2914,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,98
MR20145-EG2349,nan,MR20145-EG,2349,688-5001252,K21BKKG1064,"Replacement Bonnet for Foot Valve , Fits Brand Advance Tabco , Brass",nan,nan,nan,K-01,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-59311-005,688.0,GRAINGER,nan,nan,Sink Faucet,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,nan,nan,44799.0,44830.0,nan,nan,1.0,nan,nan,0.0,INCREDIBLE SUPPLY  & LOGISTICS,K-01,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,33.82,33.82,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,1.0,nan,100.68,100.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,INCREDIBLE SUPPLY  & LOGISTICS,nan,nan,nan,nan,33.82,33.82,nan,2,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2917,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,99
MR20145-EG2409,nan,MR20145-EG,2409,688-5001652,K21HHKG1531,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-032,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-44,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2977,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,100
MR20145-EG2416,nan,MR20145-EG,2416,688-5001654,K21YBKG1583,"MALE ADAPTER, BRNZ, SILBRZ, 1"" FF x 1"" MPT",nan,nan,nan,"605160 - 1"" x 1""",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-041,688.0,W & O Supply Inc,nan,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2984,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,101
MR20145-EG2418,nan,MR20145-EG,2418,688-5001655,K21YBKG1585,"316 SS, PLATE, 12"" x 12"" (TO MAKE ORIFICE)",nan,nan,nan,9195K21,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-042,688.0,MCMASTER-CARR SUPPLY,39429,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,9195K21,nan,44799.0,44829.0,Today,nan,1.0,nan,179.66,179.66,INCREDIBLE SUPPLY  & LOGISTICS,9195K21,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,204.09,204.09,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,252.0,252.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,179.66,179.66,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2986,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,102
MR20145-EG2420,nan,MR20145-EG,2420,688-5001656,K21HHKG1525,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-029,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-34,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2988,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,103
MR20145-EG2421,nan,MR20145-EG,2421,688-5001657,K21HHKG1533,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-033,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-45,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2989,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,104
MR20145-EG2428,nan,MR20145-EG,2428,688-5001659,K21YBKG1564,"MALE ADAPTER, BRNZ, SILBRZ, 1"" FF x 1"" MPT",nan,nan,nan,"605160 - 1"" x 1""",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-038,688.0,W & O Supply Inc,nan,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2996,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,105
MR20145-EG2430,nan,MR20145-EG,2430,688-5001660,K21YBKG1574,"316 SS, PLATE, 12"" x 12"" (TO MAKE ORIFICE)",nan,nan,nan,9195K21,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-040,688.0,MCMASTER-CARR SUPPLY,39429,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,9195K21,nan,44799.0,44829.0,Today,nan,1.0,nan,179.66,179.66,INCREDIBLE SUPPLY  & LOGISTICS,9195K21,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,204.09,204.09,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,252.0,252.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,179.66,179.66,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2998,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,106
MR20145-EG2431,nan,MR20145-EG,2431,688-5001661,K21HHKG1529,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-031,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-39,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC2999,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,107
MR20145-EG2433,nan,MR20145-EG,2433,688-5001662,K21ABKG1538,Solenoid valve,nan,nan,nan,4809K116,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-035,688.0,MCMASTER-CARR SUPPLY,39428,nan,Auxilary salt water system,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,4809K116,nan,44799.0,44829.0,Today,nan,1.0,nan,490.1,490.1,INCREDIBLE SUPPLY  & LOGISTICS,4809K116,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,556.75,556.75,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,50.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,ISO GROUP,nan,nan,nan,nan,50,50,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3001,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,108
MR20145-EG2434,nan,MR20145-EG,2434,688-5001662,K21ABKG1539,connection box,nan,nan,nan,2266K11,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-035,688.0,MCMASTER-CARR SUPPLY,39428,nan,Auxilary salt water system,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,2266K11,nan,44799.0,44829.0,Today,nan,1.0,nan,63.57,63.57,INCREDIBLE SUPPLY  & LOGISTICS,2266K11,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,72.22,72.22,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,120.0,120.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,63.57,63.57,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3002,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,109
MR20145-EG2435,nan,MR20145-EG,2435,688-5001662,K21ABKG1540,"flex conduit 1/2""",nan,nan,nan,8465K22,25,Ft,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-035,688.0,MCMASTER-CARR SUPPLY,39428,nan,Auxilary salt water system,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,8465K22,nan,44799.0,44829.0,Today,nan,25.0,nan,10.31,257.75,INCREDIBLE SUPPLY  & LOGISTICS,8465K22,nan,44804.0,nan,4-6 weeks,nan,25.0,nan,11.71,292.75,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,25.0,nan,319.0,7975.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,10.31,257.75,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3003,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,110
MR20145-EG2436,nan,MR20145-EG,2436,688-5001662,K21ABKG1541,"conduit connector 1/2""",nan,nan,nan,9082K52,6,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-035,688.0,MCMASTER-CARR SUPPLY,39428,nan,Auxilary salt water system,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,9082K52,nan,44799.0,44829.0,Today,nan,6.0,nan,17.65,105.89999999999999,INCREDIBLE SUPPLY  & LOGISTICS,9082K52,nan,44804.0,nan,4-6 weeks,nan,6.0,nan,20.05,120.30000000000001,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,6.0,nan,29.36,176.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,17.649999999999999,105.89999999999999,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3004,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,111
MR20145-EG2443,nan,MR20145-EG,2443,688-5001664,K21YBKG1548,"MALE ADAPTER, BRNZ, SILBRZ, 1"" FF x 1"" MPT",nan,nan,nan,"605160 - 1"" x 1""",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-036,688.0,W & O Supply Inc,nan,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3011,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,112
MR20145-EG2451,nan,MR20145-EG,2451,688-5001665,K21YBKG1556,"MALE ADAPTER, BRNZ, SILBRZ, 1"" FF x 1"" MPT",nan,nan,nan,"605160 - 1"" x 1""",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-037,688.0,W & O Supply Inc,nan,nan,AUXILIARY MACHINERY SEA WATER SYSTEM,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3019,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,113
MR20145-EG2453,nan,MR20145-EG,2453,688-5001666,K21HHKG1535,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-034,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-46,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3021,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,114
MR20145-EG2454,nan,MR20145-EG,2454,688-5001667,K21HHKG1527,"MALE ADAPTER, BRONZE 1""FF X 1"" MPT",nan,nan,nan,"605160 1""FF X 1"" MPT",2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52410-030,688.0,W & O Supply Inc,nan,nan,SEA WATER VALVE 524-VL-35,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,605160.200R,nan,44813.0,nan,nan,nan,2.0,nan,31.7,63.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,31.7,63.4,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC3022,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,115
