mrl_key,processor,mr,mr_ln_no,jcn,techwrt,nomenclature,cog,fsc,niin,part_no,qty,ui,market_research_up,market_research_ep,avail_typ,request_date,rdd,pri,swilin,hull_or_shop,suggested_source,mfg_cage,apl,nha_equipment_system,nha_model,nha_serial,techmanual,dwg_pc,requestor_remarks,gss_avail,nsn,gss_qty_avail,gss_aac,gss_avail_date,gss_notes,qty2,gss_up,gss_ep,sourcing_analyst,source,part_no2,nomenclature,date_received,validity,lead_time,quote_notes,qty3,quote_ui,up2,ep2,source2,part_no3,nomenclature2,date_received2,validity2,lead_time2,quote_notes2,qty4,quote_ui2,up3,ep3,source3,part_no4,nomenclature3,date_received3,validity3,lead_time3,quote_notes3,qty5,quote_ui3,up4,ep4,source4,part_no5,nomenclature4,date_received4,validity4,lead_time4,quote_notes4,qty6,quote_ui4,up5,ep5,source5,part_no6,nomenclature5,date_received5,validity6,lead_time5,quote_notes5,qty7,quote_ui5,up6,ep6,source6,part_no7,nomenclature6,date_received6,validity7,lead_time6,quote_notes6,qty8,quote_ui6,up7,ep7,quotes_received2,selected_source,selected_part_no,selected_nomenclature,selected_qty,quoted_ui,lowest_up,lowest_ep,quote_notes7,lowest_count,tech_edit_id,pa_submission_date,analyst_pa_remarks,reqnum,awarded_source,awarded_part_no,awarded_nomenclature,awarded_qty,awarded_unit_of_issue,awarded_up,awared_ep,pri_change_2,purchasing_analyst2,purchased_vendor,purchased_part_no,purchased_nomenclature,purchased_qty,purchased_unit_of_issue,up8,ep8,diff_up,diff_ep,do_folder,jin,order_date,reqnum_rb,award_date,order_id,suffix,order_ln_no,edd_to_ches,rec_vse_dt,lot_id,triwall,status,shipdoc_tcn,vse_ship_no,booking,vessel,container,sail_dt,edd_to_egypt,egypt_lsc_arr_dt,analyst_remarks,source_name12,unnamed_161,ERRORS,original_line
MR20169-EG-157,Local Purchase,MR20169-EG,157,FMC-2023,K23JUFMC0157,GASKET-ACCES,-,open,purchase,CA4973911,4.0,EA,6.27,25.08,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,10875,NIC,SHIP SERVICE POWER GENERATION #205,3512B,AAG00189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,497-3911,nan,44931.0,nan,nan,nan,4.0,EA,13.78,55.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,4973911,nan,nan,nan,20 DAYS,nan,4.0,EA,13.77,55.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,4973911,nan,4,EA,44.93,55.08,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,4973911,nan,4.0,EA,13.77,55.08,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-13.77,-55.08,0,K23JUFMC0157,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,1/25/24 - SPM can find these parts on parts.cat.com,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,12
MR20169-EG-166,Local Purchase,MR20169-EG,166,FMC-2023,K23JUFMC0166,SEAL,-,open,purchase,CA505957,4.0,EA,21.9,87.6,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,10884,NIC,SHIP SERVICE POWER GENERATION #196,3512B,AAG00180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,547-2833,nan,44931.0,nan,nan,nan,4.0,EA,585.74,2342.96,Bay Diesel,nan,nan,nan,nan,nan,nan,4.0,EA,644.3140000000001,2577.2560000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,Carter Machinery,547-2833,nan,4,EA,5.73,2342.96,0,2.0,TBD,nan,nan,RP18855-23,Carter Machinery,547-2833,nan,4.0,EA,585.74,2342.96,nan,JML,nan,nan,nan,nan,nan,nan,0.0,-585.74,-2342.96,0,K23JUFMC0166,NaT,TECH EDIT 1583,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"08/08/23- JML: Sent pricing validation to Cleve @ Carter Machinery
10/04/23- JML: Erica responded to RFQ this item is obsolete with no replacement. 
04/03/24- JML: TE REPLY- Purchase from Blanchard Machinery.
04/12/24- JML: Contacted Blanchard for follow up and they should email back today with avaliability and quote if available. ",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,13
MR20169-EG-313,Local Purchase,MR20169-EG,313,FMC-2023,K23JUFMC0313,"ROCKER ARM,ENGINE P (lifter valve))",9B,2815,015067149,192-8746,24.0,EA,183.5,4404,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,11031,NIC,SHIP SERVICE POWER GENERATION #49,3512B,AAG00033,nan,nan,nan,nan,2815015067149.0,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,5744543,nan,44931.0,nan,nan,nan,24.0,EA,299.65,7191.599999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,5744543,nan,nan,nan,20 DAYS,nan,24.0,EA,285.02,6840.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,5744543,nan,12,EA,255.41,6840.48,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,5744543,nan,24.0,EA,285.02,6840.48,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-285.02,-6840.48,0,K23JUFMC0313,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,https://parts.cat.com/en/catcorp/574-4543,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 2815015067149.0,14
MR20169-EG-334,Local Purchase,MR20169-EG,334,FMC-2023,K23JUFMC0334,KIT CAMSHAFT,-,open,purchase,CA20R4959,1.0,EA,3431.76,3431.76,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,11052,NIC,SHIP SERVICE POWER GENERATION #28,3512B,AAG00012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,INCLUDES CORE CHARGE,nan,44931.0,nan,nan,nan,1.0,EA,5583.77,5583.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,20R4959,nan,nan,nan,20 DAYS,nan,1.0,EA,4775.3,4775.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,20R4959,nan,2,EA,11,4775.3,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,20R4959,nan,1.0,EA,4775.3,4775.3,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-4775.3,-4775.3,0,K23JUFMC0334,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,1/25/24 - SPM can find these parts on parts.cat.com,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,15
MR20169-EG-335,Local Purchase,MR20169-EG,335,FMC-2023,K23JUFMC0335,KIT CAMSHAFT,-,open,purchase,CA20R 4961,1.0,EA,3276.24,3276.24,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,11053,NIC,SHIP SERVICE POWER GENERATION #27,3512B,AAG00011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,INCLUDES CORE CHARGE,nan,44931.0,nan,nan,nan,1.0,EA,5324.81,5324.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,20R4961,nan,nan,nan,20 DAYS,nan,1.0,EA,4558.89,4558.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,20R4961,nan,1,EA,4775.3,4558.89,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,20R4961,nan,1.0,EA,4558.89,4558.89,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-4558.89,-4558.89,0,K23JUFMC0335,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,1/25/24 - SPM can find these parts on parts.cat.com,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,16
MR20169-EG-336,Local Purchase,MR20169-EG,336,FMC-2023,K23JUFMC0336,KIT CAMSHAFT,-,open,purchase,CA20R4960,1.0,EA,3431.76,3431.76,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,11054,NIC,SHIP SERVICE POWER GENERATION #26,3512B,AAG00010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,INCLUDES CORE CHARGE,nan,44931.0,nan,nan,nan,1.0,EA,5583.77,5583.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,20R4960,nan,nan,nan,20 DAYS,nan,1.0,EA,4775.3,4775.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,20R4960,nan,1,EA,4558.89,4775.3,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,20R4960,nan,1.0,EA,4775.3,4775.3,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-4775.3,-4775.3,0,K23JUFMC0336,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,1/25/24 - SPM can find these parts on parts.cat.com,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,17
MR20169-EG-337,Local Purchase,MR20169-EG,337,FMC-2023,K23JUFMC0337,KIT C.MSHAFT,-,open,purchase,CA20R4958,1.0,EA,3302.96,3302.96,nan,2023-01-15,2023-02-15,nan,nan,nan,Mantrac Caterpillar Distributor,11055,NIC,SHIP SERVICE POWER GENERATION #25,3512B,AAG00009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Carter Machinery,INCLUDES CORE CHARGE,nan,44931.0,nan,nan,nan,1.0,EA,5369.29,5369.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,USR Parts,20R4958,nan,nan,nan,20 DAYS,nan,1.0,EA,4596.07,4596.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,USR Parts,20R4958,nan,1,EA,4775.3,4596.07,0,2.0,TBD,nan,nan,RP18856-23,USR Parts,20R4958,nan,1.0,EA,4596.07,4596.07,nan,SPM,USR Parts,nan,nan,nan,nan,nan,0.0,-4596.07,-4596.07,0,K23JUFMC0337,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,1/25/24 - SPM can find these parts on parts.cat.com,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,18
MR20169-EG-366,Local Purchase,MR20169-EG,366,FMC-2023,K23JUFMC0366,Inner Filter (paper),nan,5331,123117859,8491840120,4.0,EA,26.85,107.4,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,"233 MTU, 595 Custom Parts Catalog, 5770241",nan,nan,nan,5331123117859.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,GSS,8491840120,nan,nan,nan,nan,Historical,4.0,EA,26.981584729453907,107.92633891781563,1.0,GSS,8491840120,nan,4,EA,156.92,107.92633891781563,Historical,4.0,Tech Edit: 458,nan,nan,RP18846-23,Historical,0,nan,4.0,EA,26.981584729453907,107.92633891781563,nan,"Keith L - (Sperated, V2X LA team)",Rolls-Royce,8491840120,FILTER ELEMENT (MTU),4.0,EA,2713.93,10855.72,2686.948415270546,10747.793661082183,0,K23JUFMC0366,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"12/7/23 KRL Sent RFQ to Killer Filter No Quote
12/12/23 KRL Sent RFQ to Rolls-Royce Lead time is 2 weeks ARO.",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 5331123117859.0,19
MR20169-EG-372,Local Purchase,MR20169-EG,372,FMC-2023,K23JUFMC0372,Loctite #330,nan,nan,nan,330,1.0,EA,20,20,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,JML,McMaster-Carr,1700A302,nan,44950.0,nan,10 weeks,nan,1.0,EA,237.22,237.22,Ellsworth Adhesives,1689700,nan,44950.0,nan,2 weeks,nan,1.0,EA,111.345,111.345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,Ellsworth Adhesives,1689700,nan,2,EA,2.7,111.345,0,2.0,Tech Edit: 464,nan,nan,RP18856-23,Ellsworth Adhesives,1689700,nan,1.0,EA,111.345,111.345,nan,SPM,Ellsworth Adhesives,1689700,Henkel Loctite 330 Acrylic Adhesive 250 mL Tube,8.0,EA,96.47,771.76,-14.875,660.415,100FMC-163,K23JUFMC0372,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"11/7 - SPM items do not appear to be ordered, looked it up and it was cancelled, will retry once funding hold is over
https://www.ellsworth.com/products/adhesives/acrylic/henkel-loctite-330-acrylic-adhesive-250-ml-tube/",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,20
MR20169-EG-390,Local Purchase,MR20169-EG,390,FMC-2023,K23JUFMC0390,Angle Ball Bearing,nan,nan,nan,0019813727,1.0,EA,29.41,29.41,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,MTU America,0019813727,nan,nan,nan,nan,Historical,1.0,EA,843.9999296892128,843.9999296892128,1.0,Johnson & Towers,0019813727,nan,1,EA,37.25,843.9999296892128,Historical,4.0,Tech Edit: 481,nan,nan,RP18846-23,JOHNSON and TOWERS LLC,0019813727,nan,1.0,EA,843.9999296892128,843.9999296892128,nan,SPM,IMS Industrial & Marine Services,0019813727,Angle Ball Bearing,1.0,PC,551.38,551.38,-292.61992968921277,-292.61992968921277,0,K23JUFMC0390,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/13 - SPM J&T gave no bid,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,21
MR20169-EG-405,Local Purchase,MR20169-EG,405,FMC-2023,K23JUFMC0405,Radial lip shaft seal,nan,nan,nan,019 997 77 47,1.0,EA,43,43,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,MTU America,0199977747,nan,nan,nan,nan,Historical,1.0,EA,50.12858060981188,50.12858060981188,1.0,Johnson & Towers,0199977747,nan,1,EA,15.575961389442664,50.12858060981188,Historical,4.0,Tech Edit: 496,nan,nan,RP18846-23,JOHNSON and TOWERS LLC,0199977747,nan,1.0,EA,50.12858060981188,50.12858060981188,nan,SPM,IMS Industrial & Marine Services,0199977747,Radial lip shaft seal,1.0,PC,22.92,22.92,-27.208580609811875,-27.208580609811875,0,K23JUFMC0405,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/13 - SPM J&T gave no bid,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,22
MR20169-EG-412,Local Purchase,MR20169-EG,412,FMC-2023,K23JUFMC0412,Angle Ball Bearing,nan,nan,nan,0019813727,1.0,EA,29.41,29.41,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,MTU America,0019813727,nan,nan,nan,nan,Historical,1.0,EA,843.9999296892128,843.9999296892128,1.0,Johnson & Towers,0019813727,nan,1,EA,1.29,843.9999296892128,Historical,4.0,TBD,nan,nan,RP18846-23,JOHNSON and TOWERS LLC,0019813727,nan,1.0,EA,843.9999296892128,843.9999296892128,nan,SPM,IMS Industrial & Marine Services,0019813727,Angle Ball Bearing,1.0,PC,551.38,551.38,-292.61992968921277,-292.61992968921277,0,K23JUFMC0412,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/13 - SPM J&T gave no bid,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,23
MR20169-EG-424,Local Purchase,MR20169-EG,424,FMC-2023,K23JUFMC0424,Radial lip shaft seal,nan,nan,nan,019 997 77 47,1.0,EA,43,43,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,MTU America,0199977747,nan,nan,nan,nan,Historical,1.0,EA,50.12858060981188,50.12858060981188,1.0,Johnson & Towers,0199977747,nan,1,EA,2.37,50.12858060981188,Historical,4.0,TBD,nan,nan,RP18846-23,JOHNSON and TOWERS LLC,0199977747,nan,1.0,EA,50.12858060981188,50.12858060981188,nan,SPM,IMS Industrial & Marine Services,0199977747,Radial lip shaft seal,1.0,PC,22.92,22.92,-27.208580609811875,-27.208580609811875,0,K23JUFMC0424,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/13 - SPM J&T gave no bid,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,24
MR20169-EG-431,Local Purchase,MR20169-EG,431,FMC-2023,K23JUFMC0431,ZINC ANODE ,9B,OPEN,nan,A002.56,3.0,EA,150,450,nan,2023-01-15,2023-02-15,nan,nan,nan,MTU Inde,D8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,PIONEER SPARES ,A002.56,nan,nan,nan,nan,Historical,3.0,EA,110.53908082830279,331.6172424849084,1.0,Pioneer Spares,A002.56,nan,1,EA,403,331.6172424849084,Historical,4.0,Tech Edit: 500,nan,nan,RP18846-23,Pioneer Spares,A002.56,nan,3.0,EA,110.53908082830279,331.6172424849084,nan,Franklin,Pioneer Spares,301671-02,CORROSION PREVENTIVE ANODE,3.0,EA,55.0,165.0,-55.53908082830279,-166.6172424849084,0,K23JUFMC0431,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"12/12/2023 - RFQ Document created (RFQ.23F5000.MR20169-EG-431.0 Add MRL.MDF), RFQ sent to the vendor, awt reply. /// MDF",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,25
MR20169-EG-432,Local Purchase,MR20169-EG,432,FMC-2023,K23JUFMC0432,SINTER FILTER ELEMENT,nan,nan,nan,V316.50,1.0,EA,32,32,nan,2023-01-15,2023-02-15,nan,nan,nan,Reijentes,68255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,PIONEER SPARES ,V316.50,nan,nan,nan,nan,Historical,1.0,EA,120.5880881763303,120.5880881763303,1.0,Pioneer Spares,V316.50,nan,3,EA,110.53908082830279,120.5880881763303,Historical,4.0,Tech Edit: 501,nan,nan,RP18846-23,Historical,0,nan,1.0,EA,120.5880881763303,120.5880881763303,nan,"Keith L - (Sperated, V2X LA team)",Pioneer Spares,659304,SINTER FILTER ELEMENT,1.0,EA,120.5880881763303,120.5880881763303,0.0,0.0,0,K23JUFMC0432,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/22/23 KRL Sent Price Validation to Pioneer Spares,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,26
MR20169-EG-434,Local Purchase,MR20169-EG,434,FMC-2023,K23JUFMC0434,FILTER ELEMENT MRG 1A,nan,nan,nan,A003.50,3.0,EA,32,96,nan,2023-01-15,2023-02-15,nan,nan,nan,Reijentes,68255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,PIONEER SPARES ,A003.50,nan,nan,nan,nan,Historical,3.0,EA,502.4503674013763,1507.351102204129,1.0,Pioneer Spares,A003.50,nan,1,EA,75.42,1507.351102204129,Historical,4.0,Tech Edit: 503,nan,nan,RP18846-23,Historical,0,nan,3.0,EA,502.4503674013763,1507.351102204129,nan,"Keith L - (Sperated, V2X LA team)",Pioneer Spares,809241,FILTER ELEMENT MRG 1A,3.0,EA,502.4503674013763,1507.351102204129,0.0,0.0,0,K23JUFMC0434,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/22/23 KRL Sent Price Validation to Pioneer Spares,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,27
MR20169-EG-435,Local Purchase,MR20169-EG,435,FMC-2023,K23JUFMC0435,SET OF SEALS,nan,nan,nan,A003.51,2.0,EA,32,64,nan,2023-01-15,2023-02-15,nan,nan,nan,Reijentes,68255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,PIONEER SPARES ,A003.51,nan,nan,nan,nan,Historical,2.0,EA,125.61259185034407,251.22518370068815,1.0,Pioneer Spares,A003.51,nan,3,EA,502.4503674013763,251.22518370068815,Historical,4.0,Tech Edit: 504,nan,nan,RP18846-23,Historical,0,nan,2.0,EA,125.61259185034407,251.22518370068815,nan,"Keith L - (Sperated, V2X LA team)",Pioneer Spares,572780,SET OF SEALS,2.0,EA,125.61259185034407,251.22518370068815,0.0,0.0,0,K23JUFMC0435,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,9/22/23 KRL Sent Price Validation to Pioneer Spares,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,28
